,location,affected_outcome,age_start,age_end,lcl_standard,mean_standard,ucl_standard,lcl_modified,ucl_modified,mean_modified
249,Plateau,mam_to_sam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
250,Plateau,mild_to_mam_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
251,Plateau,mild_to_mam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
252,Plateau,moderate_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
253,Plateau,severe_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
254,Plateau,tmrel_to_mild_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
255,Plateau,tmrel_to_mild_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
256,Rivers,mam_to_sam_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
257,Rivers,mam_to_sam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
258,Rivers,mild_to_mam_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
259,Rivers,mild_to_mam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
260,Rivers,moderate_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
261,Rivers,severe_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
262,Rivers,tmrel_to_mild_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
263,Rivers,tmrel_to_mild_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
264,Sokoto,mam_to_sam_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
265,Sokoto,mam_to_sam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
266,Sokoto,mild_to_mam_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
267,Sokoto,mild_to_mam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
268,Sokoto,moderate_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
269,Sokoto,severe_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
270,Sokoto,tmrel_to_mild_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
271,Sokoto,tmrel_to_mild_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
272,Taraba,mam_to_sam_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
273,Taraba,mam_to_sam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
274,Taraba,mild_to_mam_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
275,Taraba,mild_to_mam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
276,Taraba,moderate_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
277,Taraba,severe_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
278,Taraba,tmrel_to_mild_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
279,Taraba,tmrel_to_mild_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
280,Yobe,mam_to_sam_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
281,Yobe,mam_to_sam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
282,Yobe,mild_to_mam_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
283,Yobe,mild_to_mam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
284,Yobe,moderate_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
285,Yobe,severe_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
286,Yobe,tmrel_to_mild_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
287,Yobe,tmrel_to_mild_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
288,Zamfara,mam_to_sam_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
289,Zamfara,mam_to_sam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
290,Zamfara,mild_to_mam_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
291,Zamfara,mild_to_mam_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
292,Zamfara,moderate_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
293,Zamfara,severe_stunting_prevalence_ratio,0.5,5.0,1.0,1.0,1.0,1.0,1.0,1.0
294,Zamfara,tmrel_to_mild_rate,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0
295,Zamfara,tmrel_to_mild_rate,0.8333333333333334,1.5,1.0,1.0,1.0,1.0,1.0,1.0
