,age_group_id,location_id,location,year_id,sex_id,population,run_id,percent_in_location,national_location_id
0,164,44852,Tigray,2021,1,88638.5450265699,359,0.0492712950157957,179
1,164,44852,Tigray,2021,2,83812.27196011,359,0.0493261853999418,179
2,164,44853,Afar,2021,1,32572.7199253734,359,0.0181061195491068,179
3,164,44853,Afar,2021,2,30138.8152960327,359,0.0177376505404157,179
4,164,44854,Amhara,2021,1,323419.318987204,359,0.1797783196334009,179
5,164,44854,Amhara,2021,2,307209.567433954,359,0.1808025928123673,179
6,164,44855,Oromia,2021,1,755761.988269824,359,0.4201036002407842,179
7,164,44855,Oromia,2021,2,710813.305468832,359,0.4183362181971223,179
8,164,44856,Somali,2021,1,137887.437199466,359,0.0766471583574661,179
9,164,44856,Somali,2021,2,130446.490970138,359,0.0767719052101022,179
10,164,44857,Benishangul-Gumuz,2021,1,20057.7802227814,359,0.0111494700913966,179
11,164,44857,Benishangul-Gumuz,2021,2,18851.8004553475,359,0.011094883632623,179
12,164,44858,"Southern Nations, Nationalities, and Peoples",2021,1,401127.074000751,359,0.2229735426725422,179
13,164,44858,"Southern Nations, Nationalities, and Peoples",2021,2,380567.317403224,359,0.223975959801261,179
14,164,44859,Harari,2021,1,3195.30662282984,359,0.0017761674137609,179
15,164,44859,Harari,2021,2,2997.50822041323,359,0.001764128841279,179
16,164,44860,Gambella,2021,1,6221.18260186305,359,0.003458153822715,179
17,164,44860,Gambella,2021,2,5920.04352229727,359,0.0034841337375455,179
18,164,44861,Addis Ababa,2021,1,24410.6032477264,359,0.0135690633659627,179
19,164,44861,Addis Ababa,2021,2,23045.1671449043,359,0.0135628131844847,179
20,164,44862,Dire Dawa,2021,1,5697.59751204202,359,0.0031671098370684,179
21,164,44862,Dire Dawa,2021,2,5341.30655742617,359,0.003143528642857,179
22,164,53615,Azad Jammu & Kashmir,2021,1,40263.5120520133,359,0.0126436642938039,165
23,164,53615,Azad Jammu & Kashmir,2021,2,38482.4089886595,359,0.0128104433166081,165
24,164,53616,Balochistan,2021,1,239751.81217826,359,0.0752875562145972,165
25,164,53616,Balochistan,2021,2,221876.126374165,359,0.0738605408269127,165
26,164,53617,Gilgit-Baltistan,2021,1,31163.9642618875,359,0.0097861980266996,165
27,164,53617,Gilgit-Baltistan,2021,2,28134.9964874312,359,0.0093658839762713,165
28,164,53618,Islamabad Capital Territory,2021,1,22868.5117492497,359,0.0071812360800246,165
29,164,53618,Islamabad Capital Territory,2021,2,21256.7052937346,359,0.0070761635100203,165
30,164,53619,Khyber Pakhtunkhwa,2021,1,600875.32639405,359,0.1886886046985159,165
31,164,53619,Khyber Pakhtunkhwa,2021,2,567003.302083188,359,0.188750232965064,165
32,164,53620,Punjab,2021,1,1573213.4086886,359,0.4940250164037812,165
33,164,53620,Punjab,2021,2,1488195.80727218,359,0.4954068244192404,165
34,164,53621,Sindh,2021,1,676344.728682955,359,0.2123877242825772,165
35,164,53621,Sindh,2021,2,639037.95023757,359,0.2127299109858829,165
36,164,25318,Abia,2021,1,76565.8629090705,359,0.0179527551580921,214
37,164,25318,Abia,2021,2,72457.4921885585,359,0.0178096703445003,214
38,164,25319,Adamawa,2021,1,62699.1655468299,359,0.014701365920942,214
39,164,25319,Adamawa,2021,2,59618.9625582261,359,0.0146540273113506,214
40,164,25320,Akwa Ibom,2021,1,32576.2213597276,359,0.0076382986337076,214
41,164,25320,Akwa Ibom,2021,2,31023.8782378615,359,0.0076255060385801,214
42,164,25321,Anambra,2021,1,103188.657373308,359,0.0241951260069427,214
43,164,25321,Anambra,2021,2,98627.6904349113,359,0.0242421673788285,214
44,164,25322,Bauchi,2021,1,173490.678743257,359,0.0406791690101874,214
45,164,25322,Bauchi,2021,2,166085.692355353,359,0.040822989320268,214
46,164,25323,Bayelsa,2021,1,11965.6701690379,359,0.0028056465203342,214
47,164,25323,Bayelsa,2021,2,11390.935751878,359,0.0027998320743477,214
48,164,25324,Benue,2021,1,168448.543743726,359,0.0394969160885671,214
49,164,25324,Benue,2021,2,159367.346220537,359,0.0391716551889411,214
50,164,25325,Borno,2021,1,91396.9055616499,359,0.0214302589354242,214
51,164,25325,Borno,2021,2,86349.0829871461,359,0.0212241502721206,214
52,164,25326,Cross River,2021,1,34729.6023044159,359,0.008143211912201,214
53,164,25326,Cross River,2021,2,32765.9605654504,359,0.0080537007087269,214
54,164,25327,Delta,2021,1,66974.5930945538,359,0.0157038453686249,214
55,164,25327,Delta,2021,2,62906.2058005536,359,0.0154620144044684,214
56,164,25328,Ebonyi,2021,1,59663.7172751002,359,0.0139896302002575,214
57,164,25328,Ebonyi,2021,2,57636.129861389,359,0.0141666574671519,214
58,164,25329,Edo,2021,1,59067.0327308175,359,0.0138497227908308,214
59,164,25329,Edo,2021,2,55800.1391262081,359,0.0137153806045186,214
60,164,25330,Ekiti,2021,1,25632.5435018424,359,0.0060101820848571,214
61,164,25330,Ekiti,2021,2,24162.3480484217,359,0.0059389780199903,214
62,164,25331,Enugu,2021,1,67310.4052570668,359,0.0157825848133806,214
63,164,25331,Enugu,2021,2,63225.2568778919,359,0.0155404354805894,214
64,164,25332,FCT (Abuja),2021,1,105622.64913655,359,0.0247658354134858,214
65,164,25332,FCT (Abuja),2021,2,101207.951204344,359,0.0248763818999005,214
66,164,25333,Gombe,2021,1,76473.968593442,359,0.0179312082690973,214
67,164,25333,Gombe,2021,2,73235.4337240127,359,0.0180008842807717,214
68,164,25334,Imo,2021,1,168724.140030002,359,0.0395615364358342,214
69,164,25334,Imo,2021,2,159787.421188393,359,0.0392749074058136,214
70,164,25335,Jigawa,2021,1,136609.299597236,359,0.0320314199410282,214
71,164,25335,Jigawa,2021,2,132095.425481916,359,0.0324683605627316,214
72,164,25336,Kaduna,2021,1,230927.101059045,359,0.0541465549680353,214
73,164,25336,Kaduna,2021,2,221148.433172744,359,0.0543571213003043,214
74,164,25337,Kano,2021,1,407140.28668317,359,0.0954640828707032,214
75,164,25337,Kano,2021,2,389074.012437428,359,0.095632345142312,214
76,164,25338,Katsina,2021,1,250989.643887937,359,0.0588507130036286,214
77,164,25338,Katsina,2021,2,241642.114504549,359,0.059394360344058,214
78,164,25339,Kebbi,2021,1,120692.71968786,359,0.0282993851776169,214
79,164,25339,Kebbi,2021,2,114757.368438374,359,0.0282067573657004,214
80,164,25340,Kogi,2021,1,45781.1090043993,359,0.010734510258155,214
81,164,25340,Kogi,2021,2,42571.1310342168,359,0.0104637600199976,214
82,164,25341,Kwara,2021,1,51335.5300089204,359,0.0120368812698623,214
83,164,25341,Kwara,2021,2,48501.7384178151,359,0.0119214721109664,214
84,164,25342,Lagos,2021,1,74684.0229245894,359,0.0175115113556391,214
85,164,25342,Lagos,2021,2,70451.4493731909,359,0.0173165955752869,214
86,164,25343,Nasarawa,2021,1,111896.771987832,359,0.0262369582755715,214
87,164,25343,Nasarawa,2021,2,107252.119040727,359,0.026362006552665,214
88,164,25344,Niger,2021,1,242789.468811805,359,0.0569279796887815,214
89,164,25344,Niger,2021,2,233653.596476725,359,0.0574308246444453,214
90,164,25345,Ogun,2021,1,192416.64733581,359,0.0451168291809526,214
91,164,25345,Ogun,2021,2,184672.015873364,359,0.0453914098489636,214
92,164,25346,Ondo,2021,1,53709.5597261939,359,0.0125935310956843,214
93,164,25346,Ondo,2021,2,50445.3774926901,359,0.0123992083691043,214
94,164,25347,Osun,2021,1,62148.83455445,359,0.014572327245131,214
95,164,25347,Osun,2021,2,59121.3807566596,359,0.0145317243225546,214
96,164,25348,Oyo,2021,1,88846.7217744776,359,0.0208323054428395,214
97,164,25348,Oyo,2021,2,84609.8338418592,359,0.0207966519832769,214
98,164,25349,Plateau,2021,1,205233.249370939,359,0.0481219976666605,214
99,164,25349,Plateau,2021,2,197387.414772727,359,0.0485167879962939,214
100,164,25350,Rivers,2021,1,52042.6365660054,359,0.0122026798438966,214
101,164,25350,Rivers,2021,2,49436.473455583,359,0.0121512250651369,214
102,164,25351,Sokoto,2021,1,183961.76321755,359,0.0431343730484405,214
103,164,25351,Sokoto,2021,2,175479.314967179,359,0.0431318923336638,214
104,164,25352,Taraba,2021,1,172489.674988371,359,0.0404444589887626,214
105,164,25352,Taraba,2021,2,163119.076092427,359,0.0400938106517067,214
106,164,25353,Yobe,2021,1,98683.1952297621,359,0.0231387092741594,214
107,164,25353,Yobe,2021,2,93981.1211438414,359,0.0231000650950304,214
108,164,25354,Zamfara,2021,1,97944.4739206105,359,0.0229654978416831,214
109,164,25354,Zamfara,2021,2,93388.014143295,359,0.0229542825149315,214
