sex,age_start,age_end,year_start,year_end,cat1,cat2,cat3,cat4
Female,0.07671233,1.0,1995,1996,0.062455668081138074,0.12201039726895459,0.2165094108228446,0.5990245238270627
Female,0.07671233,1.0,1996,1997,0.062320110806693155,0.12217833153326124,0.21689896838892486,0.5986025892711209
Female,0.07671233,1.0,1997,1998,0.062165771447050044,0.1223300049616376,0.21730928775135996,0.5981949358399524
Female,0.07671233,1.0,1998,1999,0.061990121968801416,0.12245720887166785,0.21774090575599536,0.5978117634035354
Female,0.07671233,1.0,1999,2000,0.06179171186703018,0.12255397765658152,0.2181911152488691,0.5974631952275191
Female,0.07671233,1.0,2000,2001,0.06157017747432557,0.12261658638714448,0.21865394576687075,0.5971592903716592
Female,0.07671233,1.0,2001,2002,0.06119423839694192,0.12272474397880133,0.21933801077318407,0.5967430068510727
Female,0.07671233,1.0,2002,2003,0.060697768971228666,0.12281320895836814,0.2201328074776096,0.5963562145927935
Female,0.07671233,1.0,2003,2004,0.0601323123502162,0.12288208187554267,0.2209920039208106,0.5959936018534304
Female,0.07671233,1.0,2004,2005,0.05954176286504258,0.12293308633856789,0.2218789121803417,0.5956462386160478
Female,0.07671233,1.0,2005,2006,0.05896240684229096,0.12296957062459363,0.22276644008822022,0.5953015824448952
Female,0.07671233,1.0,2006,2007,0.05826690790690444,0.12280095541990763,0.2234548394826821,0.5954772971905059
Female,0.07671233,1.0,2007,2008,0.057475538534143854,0.12258483171638608,0.22420881409908175,0.5957308156503883
Female,0.07671233,1.0,2008,2009,0.056615693368803864,0.12233713002997397,0.22499810729254546,0.5960490693086766
Female,0.07671233,1.0,2009,2010,0.0557225395693846,0.12207231090916192,0.22579603246209343,0.59640911705936
Female,0.07671233,1.0,2010,2011,0.0548391186861856,0.12180339211660657,0.22657937386636315,0.5967781153308447
Female,0.07671233,1.0,2011,2012,0.054485470129177975,0.12146437128076966,0.22656037807180474,0.5974897805182475
Female,0.07671233,1.0,2012,2013,0.05411404066686821,0.12108954815172857,0.22650804962443086,0.5982883615569723
Female,0.07671233,1.0,2013,2014,0.053759329370220155,0.12068632810256542,0.22639799666743549,0.599156345859779
Female,0.07671233,1.0,2014,2015,0.0534377436264108,0.12026782486612135,0.2262279098135842,0.6000665216938837
Female,0.07671233,1.0,2015,2016,0.0531476001414728,0.1198528545285328,0.22601755296136564,0.6009819923686288
Female,0.07671233,1.0,2016,2017,0.05305808597734479,0.11954438615956817,0.22560191863368576,0.6017956092294012
Female,0.07671233,1.0,2017,2018,0.05295691179868642,0.119235863222211,0.22513293182216051,0.6026742931569421
Female,0.07671233,1.0,2018,2019,0.05183200861245805,0.11838842825780367,0.2254026834450462,0.6043768796846921
Female,0.07671233,1.0,2019,2020,0.050630741026035854,0.11751389508739579,0.22572160834625551,0.6061337555403128
Female,1.0,5.0,1990,1991,0.02796540415405944,0.0974670756133437,0.2326097492029004,0.6419577710296964
Female,1.0,5.0,1991,1992,0.028248366566658124,0.09760239259560556,0.23214020220074105,0.6420090386369952
Female,1.0,5.0,1992,1993,0.028475453754010865,0.0977094062286672,0.23170115965164634,0.6421139803656757
Female,1.0,5.0,1993,1994,0.028655234547891022,0.09778107725990383,0.2312814283166885,0.6422822598755166
Female,1.0,5.0,1994,1995,0.028792600994193188,0.09781374148230781,0.23087163045567924,0.6425220270678198
Female,1.0,5.0,1995,1996,0.028888770354725358,0.09780711331750895,0.23046420877747278,0.6428399075502929
Female,1.0,5.0,1996,1997,0.028857154799056726,0.09761455824412024,0.230183296339025,0.6433449906177979
Female,1.0,5.0,1997,1998,0.028783396046541274,0.09741210272548803,0.22993341613787743,0.6438710850900933
Female,1.0,5.0,1998,1999,0.028679375796166758,0.0972106344826711,0.229702746137101,0.6444072435840611
Female,1.0,5.0,1999,2000,0.028556685291885996,0.09701833725387965,0.22947692136334438,0.64494805609089
Female,1.0,5.0,2000,2001,0.02842662312864044,0.09684067984203629,0.2292390211820622,0.645493675847261
Female,1.0,5.0,2001,2002,0.02882387099103575,0.09731200877467779,0.22917691165822707,0.6446872085760594
Female,1.0,5.0,2002,2003,0.029164779287037052,0.09767816106689152,0.2291060093291397,0.6440510503169317
Female,1.0,5.0,2003,2004,0.02946246011922253,0.09797700039939133,0.2290211873529542,0.6435393521284319
Female,1.0,5.0,2004,2005,0.02972693216900794,0.0982394622519275,0.2289302421721723,0.6431033634068923
Female,1.0,5.0,2005,2006,0.02996520051576516,0.09848963532826466,0.22885387545787161,0.6426912886980986
Female,1.0,5.0,2006,2007,0.029683743391594887,0.09836580146203482,0.22930775724467076,0.6426426979016996
Female,1.0,5.0,2007,2008,0.029339682455416558,0.0982008421075192,0.2298246427527082,0.6426348326843561
Female,1.0,5.0,2008,2009,0.028970354559825346,0.0980237849962892,0.23036102144700926,0.6426448389968762
Female,1.0,5.0,2009,2010,0.028612359085072456,0.09786051896983179,0.23088506353474308,0.6426420584103527
Female,1.0,5.0,2010,2011,0.028301544534679094,0.09773378666559804,0.23137663772914255,0.6425880310705803
Female,1.0,5.0,2011,2012,0.0280400487067394,0.09753880569469434,0.23178114968428795,0.6426399959142783
Female,1.0,5.0,2012,2013,0.02780879031846085,0.0973715475555901,0.23217097958950725,0.6426486825364418
Female,1.0,5.0,2013,2014,0.027603528104362878,0.09723147370106588,0.2325436247357145,0.6426213734588568
Female,1.0,5.0,2014,2015,0.02741288785957832,0.09711166039825168,0.2329038128284761,0.642571638913694
Female,1.0,5.0,2015,2016,0.0272183597807803,0.09699879704130862,0.2332635082026017,0.6425193349753093
Female,1.0,5.0,2016,2017,0.026603460944304363,0.09645698119451337,0.23405749740712878,0.6428820604540535
Female,1.0,5.0,2017,2018,0.02597943897838758,0.09592822360719666,0.2348162617573749,0.6432760756570408
Female,1.0,5.0,2018,2019,0.025646862833423698,0.09569824547052493,0.2351609707300377,0.6434939209660139
Female,1.0,5.0,2019,2020,0.025304630169417842,0.09543217559818507,0.2355568775949396,0.6437063166374575
Female,5.0,10.0,1990,1991,0.0,0.0,0.0,1.0
Female,5.0,10.0,1991,1992,0.0,0.0,0.0,1.0
Female,5.0,10.0,1992,1993,0.0,0.0,0.0,1.0
Female,5.0,10.0,1993,1994,0.0,0.0,0.0,1.0
Female,5.0,10.0,1994,1995,0.0,0.0,0.0,1.0
Female,5.0,10.0,1995,1996,0.0,0.0,0.0,1.0
Female,5.0,10.0,1996,1997,0.0,0.0,0.0,1.0
Female,5.0,10.0,1997,1998,0.0,0.0,0.0,1.0
Female,5.0,10.0,1998,1999,0.0,0.0,0.0,1.0
Female,5.0,10.0,1999,2000,0.0,0.0,0.0,1.0
Female,5.0,10.0,2000,2001,0.0,0.0,0.0,1.0
Female,5.0,10.0,2001,2002,0.0,0.0,0.0,1.0
Female,5.0,10.0,2002,2003,0.0,0.0,0.0,1.0
Female,5.0,10.0,2003,2004,0.0,0.0,0.0,1.0
Female,5.0,10.0,2004,2005,0.0,0.0,0.0,1.0
Female,5.0,10.0,2005,2006,0.0,0.0,0.0,1.0
Female,5.0,10.0,2006,2007,0.0,0.0,0.0,1.0
Female,5.0,10.0,2007,2008,0.0,0.0,0.0,1.0
Female,5.0,10.0,2008,2009,0.0,0.0,0.0,1.0
Female,5.0,10.0,2009,2010,0.0,0.0,0.0,1.0
Female,5.0,10.0,2010,2011,0.0,0.0,0.0,1.0
Female,5.0,10.0,2011,2012,0.0,0.0,0.0,1.0
Female,5.0,10.0,2012,2013,0.0,0.0,0.0,1.0
Female,5.0,10.0,2013,2014,0.0,0.0,0.0,1.0
Female,5.0,10.0,2014,2015,0.0,0.0,0.0,1.0
Female,5.0,10.0,2015,2016,0.0,0.0,0.0,1.0
Female,5.0,10.0,2016,2017,0.0,0.0,0.0,1.0
Female,5.0,10.0,2017,2018,0.0,0.0,0.0,1.0
Female,5.0,10.0,2018,2019,0.0,0.0,0.0,1.0
Female,5.0,10.0,2019,2020,0.0,0.0,0.0,1.0
Female,10.0,15.0,1990,1991,0.0,0.0,0.0,1.0
Female,10.0,15.0,1991,1992,0.0,0.0,0.0,1.0
Female,10.0,15.0,1992,1993,0.0,0.0,0.0,1.0
Female,10.0,15.0,1993,1994,0.0,0.0,0.0,1.0
Female,10.0,15.0,1994,1995,0.0,0.0,0.0,1.0
Female,10.0,15.0,1995,1996,0.0,0.0,0.0,1.0
Female,10.0,15.0,1996,1997,0.0,0.0,0.0,1.0
Female,10.0,15.0,1997,1998,0.0,0.0,0.0,1.0
Female,10.0,15.0,1998,1999,0.0,0.0,0.0,1.0
Female,10.0,15.0,1999,2000,0.0,0.0,0.0,1.0
Female,10.0,15.0,2000,2001,0.0,0.0,0.0,1.0
Female,10.0,15.0,2001,2002,0.0,0.0,0.0,1.0
Female,10.0,15.0,2002,2003,0.0,0.0,0.0,1.0
Female,10.0,15.0,2003,2004,0.0,0.0,0.0,1.0
Female,10.0,15.0,2004,2005,0.0,0.0,0.0,1.0
Female,10.0,15.0,2005,2006,0.0,0.0,0.0,1.0
Female,10.0,15.0,2006,2007,0.0,0.0,0.0,1.0
Female,10.0,15.0,2007,2008,0.0,0.0,0.0,1.0
Female,10.0,15.0,2008,2009,0.0,0.0,0.0,1.0
Female,10.0,15.0,2009,2010,0.0,0.0,0.0,1.0
Female,10.0,15.0,2010,2011,0.0,0.0,0.0,1.0
Female,10.0,15.0,2011,2012,0.0,0.0,0.0,1.0
Female,10.0,15.0,2012,2013,0.0,0.0,0.0,1.0
Female,10.0,15.0,2013,2014,0.0,0.0,0.0,1.0
Female,10.0,15.0,2014,2015,0.0,0.0,0.0,1.0
Female,10.0,15.0,2015,2016,0.0,0.0,0.0,1.0
Female,10.0,15.0,2016,2017,0.0,0.0,0.0,1.0
Female,10.0,15.0,2017,2018,0.0,0.0,0.0,1.0
Female,10.0,15.0,2018,2019,0.0,0.0,0.0,1.0
Female,10.0,15.0,2019,2020,0.0,0.0,0.0,1.0
Female,15.0,20.0,1990,1991,0.0,0.0,0.0,1.0
Female,15.0,20.0,1991,1992,0.0,0.0,0.0,1.0
Female,15.0,20.0,1992,1993,0.0,0.0,0.0,1.0
Female,15.0,20.0,1993,1994,0.0,0.0,0.0,1.0
Female,15.0,20.0,1994,1995,0.0,0.0,0.0,1.0
Female,15.0,20.0,1995,1996,0.0,0.0,0.0,1.0
Female,15.0,20.0,1996,1997,0.0,0.0,0.0,1.0
Female,15.0,20.0,1997,1998,0.0,0.0,0.0,1.0
Female,15.0,20.0,1998,1999,0.0,0.0,0.0,1.0
Female,15.0,20.0,1999,2000,0.0,0.0,0.0,1.0
Female,15.0,20.0,2000,2001,0.0,0.0,0.0,1.0
Female,15.0,20.0,2001,2002,0.0,0.0,0.0,1.0
Female,15.0,20.0,2002,2003,0.0,0.0,0.0,1.0
Female,15.0,20.0,2003,2004,0.0,0.0,0.0,1.0
Female,15.0,20.0,2004,2005,0.0,0.0,0.0,1.0
Female,15.0,20.0,2005,2006,0.0,0.0,0.0,1.0
Female,15.0,20.0,2006,2007,0.0,0.0,0.0,1.0
Female,15.0,20.0,2007,2008,0.0,0.0,0.0,1.0
Female,15.0,20.0,2008,2009,0.0,0.0,0.0,1.0
Female,15.0,20.0,2009,2010,0.0,0.0,0.0,1.0
Female,15.0,20.0,2010,2011,0.0,0.0,0.0,1.0
Female,15.0,20.0,2011,2012,0.0,0.0,0.0,1.0
Female,15.0,20.0,2012,2013,0.0,0.0,0.0,1.0
Female,15.0,20.0,2013,2014,0.0,0.0,0.0,1.0
Female,15.0,20.0,2014,2015,0.0,0.0,0.0,1.0
Female,15.0,20.0,2015,2016,0.0,0.0,0.0,1.0
Female,15.0,20.0,2016,2017,0.0,0.0,0.0,1.0
Female,15.0,20.0,2017,2018,0.0,0.0,0.0,1.0
Female,15.0,20.0,2018,2019,0.0,0.0,0.0,1.0
Female,15.0,20.0,2019,2020,0.0,0.0,0.0,1.0
Female,20.0,25.0,1990,1991,0.0,0.0,0.0,1.0
Female,20.0,25.0,1991,1992,0.0,0.0,0.0,1.0
Female,20.0,25.0,1992,1993,0.0,0.0,0.0,1.0
Female,20.0,25.0,1993,1994,0.0,0.0,0.0,1.0
Female,20.0,25.0,1994,1995,0.0,0.0,0.0,1.0
Female,20.0,25.0,1995,1996,0.0,0.0,0.0,1.0
Female,20.0,25.0,1996,1997,0.0,0.0,0.0,1.0
Female,20.0,25.0,1997,1998,0.0,0.0,0.0,1.0
Female,20.0,25.0,1998,1999,0.0,0.0,0.0,1.0
Female,20.0,25.0,1999,2000,0.0,0.0,0.0,1.0
Female,20.0,25.0,2000,2001,0.0,0.0,0.0,1.0
Female,20.0,25.0,2001,2002,0.0,0.0,0.0,1.0
Female,20.0,25.0,2002,2003,0.0,0.0,0.0,1.0
Female,20.0,25.0,2003,2004,0.0,0.0,0.0,1.0
Female,20.0,25.0,2004,2005,0.0,0.0,0.0,1.0
Female,20.0,25.0,2005,2006,0.0,0.0,0.0,1.0
Female,20.0,25.0,2006,2007,0.0,0.0,0.0,1.0
Female,20.0,25.0,2007,2008,0.0,0.0,0.0,1.0
Female,20.0,25.0,2008,2009,0.0,0.0,0.0,1.0
Female,20.0,25.0,2009,2010,0.0,0.0,0.0,1.0
Female,20.0,25.0,2010,2011,0.0,0.0,0.0,1.0
Female,20.0,25.0,2011,2012,0.0,0.0,0.0,1.0
Female,20.0,25.0,2012,2013,0.0,0.0,0.0,1.0
Female,20.0,25.0,2013,2014,0.0,0.0,0.0,1.0
Female,20.0,25.0,2014,2015,0.0,0.0,0.0,1.0
Female,20.0,25.0,2015,2016,0.0,0.0,0.0,1.0
Female,20.0,25.0,2016,2017,0.0,0.0,0.0,1.0
Female,20.0,25.0,2017,2018,0.0,0.0,0.0,1.0
Female,20.0,25.0,2018,2019,0.0,0.0,0.0,1.0
Female,20.0,25.0,2019,2020,0.0,0.0,0.0,1.0
Female,25.0,30.0,1990,1991,0.0,0.0,0.0,1.0
Female,25.0,30.0,1991,1992,0.0,0.0,0.0,1.0
Female,25.0,30.0,1992,1993,0.0,0.0,0.0,1.0
Female,25.0,30.0,1993,1994,0.0,0.0,0.0,1.0
Female,25.0,30.0,1994,1995,0.0,0.0,0.0,1.0
Female,25.0,30.0,1995,1996,0.0,0.0,0.0,1.0
Female,25.0,30.0,1996,1997,0.0,0.0,0.0,1.0
Female,25.0,30.0,1997,1998,0.0,0.0,0.0,1.0
Female,25.0,30.0,1998,1999,0.0,0.0,0.0,1.0
Female,25.0,30.0,1999,2000,0.0,0.0,0.0,1.0
Female,25.0,30.0,2000,2001,0.0,0.0,0.0,1.0
Female,25.0,30.0,2001,2002,0.0,0.0,0.0,1.0
Female,25.0,30.0,2002,2003,0.0,0.0,0.0,1.0
Female,25.0,30.0,2003,2004,0.0,0.0,0.0,1.0
Female,25.0,30.0,2004,2005,0.0,0.0,0.0,1.0
Female,25.0,30.0,2005,2006,0.0,0.0,0.0,1.0
Female,25.0,30.0,2006,2007,0.0,0.0,0.0,1.0
Female,25.0,30.0,2007,2008,0.0,0.0,0.0,1.0
Female,25.0,30.0,2008,2009,0.0,0.0,0.0,1.0
Female,25.0,30.0,2009,2010,0.0,0.0,0.0,1.0
Female,25.0,30.0,2010,2011,0.0,0.0,0.0,1.0
Female,25.0,30.0,2011,2012,0.0,0.0,0.0,1.0
Female,25.0,30.0,2012,2013,0.0,0.0,0.0,1.0
Female,25.0,30.0,2013,2014,0.0,0.0,0.0,1.0
Female,25.0,30.0,2014,2015,0.0,0.0,0.0,1.0
Female,25.0,30.0,2015,2016,0.0,0.0,0.0,1.0
Female,25.0,30.0,2016,2017,0.0,0.0,0.0,1.0
Female,25.0,30.0,2017,2018,0.0,0.0,0.0,1.0
Female,25.0,30.0,2018,2019,0.0,0.0,0.0,1.0
Female,25.0,30.0,2019,2020,0.0,0.0,0.0,1.0
Female,30.0,35.0,1990,1991,0.0,0.0,0.0,1.0
Female,30.0,35.0,1991,1992,0.0,0.0,0.0,1.0
Female,30.0,35.0,1992,1993,0.0,0.0,0.0,1.0
Female,30.0,35.0,1993,1994,0.0,0.0,0.0,1.0
Female,30.0,35.0,1994,1995,0.0,0.0,0.0,1.0
Female,30.0,35.0,1995,1996,0.0,0.0,0.0,1.0
Female,30.0,35.0,1996,1997,0.0,0.0,0.0,1.0
Female,30.0,35.0,1997,1998,0.0,0.0,0.0,1.0
Female,30.0,35.0,1998,1999,0.0,0.0,0.0,1.0
Female,30.0,35.0,1999,2000,0.0,0.0,0.0,1.0
Female,30.0,35.0,2000,2001,0.0,0.0,0.0,1.0
Female,30.0,35.0,2001,2002,0.0,0.0,0.0,1.0
Female,30.0,35.0,2002,2003,0.0,0.0,0.0,1.0
Female,30.0,35.0,2003,2004,0.0,0.0,0.0,1.0
Female,30.0,35.0,2004,2005,0.0,0.0,0.0,1.0
Female,30.0,35.0,2005,2006,0.0,0.0,0.0,1.0
Female,30.0,35.0,2006,2007,0.0,0.0,0.0,1.0
Female,30.0,35.0,2007,2008,0.0,0.0,0.0,1.0
Female,30.0,35.0,2008,2009,0.0,0.0,0.0,1.0
Female,30.0,35.0,2009,2010,0.0,0.0,0.0,1.0
Female,30.0,35.0,2010,2011,0.0,0.0,0.0,1.0
Female,30.0,35.0,2011,2012,0.0,0.0,0.0,1.0
Female,30.0,35.0,2012,2013,0.0,0.0,0.0,1.0
Female,30.0,35.0,2013,2014,0.0,0.0,0.0,1.0
Female,30.0,35.0,2014,2015,0.0,0.0,0.0,1.0
Female,30.0,35.0,2015,2016,0.0,0.0,0.0,1.0
Female,30.0,35.0,2016,2017,0.0,0.0,0.0,1.0
Female,30.0,35.0,2017,2018,0.0,0.0,0.0,1.0
Female,30.0,35.0,2018,2019,0.0,0.0,0.0,1.0
Female,30.0,35.0,2019,2020,0.0,0.0,0.0,1.0
Female,35.0,40.0,1990,1991,0.0,0.0,0.0,1.0
Female,35.0,40.0,1991,1992,0.0,0.0,0.0,1.0
Female,35.0,40.0,1992,1993,0.0,0.0,0.0,1.0
Female,35.0,40.0,1993,1994,0.0,0.0,0.0,1.0
Female,35.0,40.0,1994,1995,0.0,0.0,0.0,1.0
Female,35.0,40.0,1995,1996,0.0,0.0,0.0,1.0
Female,35.0,40.0,1996,1997,0.0,0.0,0.0,1.0
Female,35.0,40.0,1997,1998,0.0,0.0,0.0,1.0
Female,35.0,40.0,1998,1999,0.0,0.0,0.0,1.0
Female,35.0,40.0,1999,2000,0.0,0.0,0.0,1.0
Female,35.0,40.0,2000,2001,0.0,0.0,0.0,1.0
Female,35.0,40.0,2001,2002,0.0,0.0,0.0,1.0
Female,35.0,40.0,2002,2003,0.0,0.0,0.0,1.0
Female,35.0,40.0,2003,2004,0.0,0.0,0.0,1.0
Female,35.0,40.0,2004,2005,0.0,0.0,0.0,1.0
Female,35.0,40.0,2005,2006,0.0,0.0,0.0,1.0
Female,35.0,40.0,2006,2007,0.0,0.0,0.0,1.0
Female,35.0,40.0,2007,2008,0.0,0.0,0.0,1.0
Female,35.0,40.0,2008,2009,0.0,0.0,0.0,1.0
Female,35.0,40.0,2009,2010,0.0,0.0,0.0,1.0
Female,35.0,40.0,2010,2011,0.0,0.0,0.0,1.0
Female,35.0,40.0,2011,2012,0.0,0.0,0.0,1.0
Female,35.0,40.0,2012,2013,0.0,0.0,0.0,1.0
Female,35.0,40.0,2013,2014,0.0,0.0,0.0,1.0
Female,35.0,40.0,2014,2015,0.0,0.0,0.0,1.0
Female,35.0,40.0,2015,2016,0.0,0.0,0.0,1.0
Female,35.0,40.0,2016,2017,0.0,0.0,0.0,1.0
Female,35.0,40.0,2017,2018,0.0,0.0,0.0,1.0
Female,35.0,40.0,2018,2019,0.0,0.0,0.0,1.0
Female,35.0,40.0,2019,2020,0.0,0.0,0.0,1.0
Female,40.0,45.0,1990,1991,0.0,0.0,0.0,1.0
Female,40.0,45.0,1991,1992,0.0,0.0,0.0,1.0
Female,40.0,45.0,1992,1993,0.0,0.0,0.0,1.0
Female,40.0,45.0,1993,1994,0.0,0.0,0.0,1.0
Female,40.0,45.0,1994,1995,0.0,0.0,0.0,1.0
Female,40.0,45.0,1995,1996,0.0,0.0,0.0,1.0
Female,40.0,45.0,1996,1997,0.0,0.0,0.0,1.0
Female,40.0,45.0,1997,1998,0.0,0.0,0.0,1.0
Female,40.0,45.0,1998,1999,0.0,0.0,0.0,1.0
Female,40.0,45.0,1999,2000,0.0,0.0,0.0,1.0
Female,40.0,45.0,2000,2001,0.0,0.0,0.0,1.0
Female,40.0,45.0,2001,2002,0.0,0.0,0.0,1.0
